batsman,total_matches,total_runs,total_balls,strike_rate,avg_runs_per_match,runs_per_ball,batting_average,total_balls_bowled,total_runs_conceded,wickets,economy,win_rate_smooth
MC Juneja,7,125,134,93.28358208955224,17.857142857142858,0.9328358208955224,17.857142857142858,0.0,0.0,0.0,0.0,0.12482396216500265
MD Mishra,17,237,213,111.26760563380282,13.941176470588236,1.1126760563380282,14.8125,0.0,0.0,0.0,0.0,0.41241198108250127
MEK Hussey,58,1977,1648,119.9635922330097,34.08620689655172,1.1996359223300972,38.76470588235294,0.0,0.0,0.0,0.0,0.6270203216663939
MF Maharoof,14,177,124,142.74193548387098,12.642857142857142,1.4274193548387097,17.7,441.0,532.0,33.0,7.238095238095238,0.3087199777441192
MG Johnson,26,151,157,96.17834394904459,5.8076923076923075,0.9617834394904459,11.615384615384615,1168.0,1522.0,64.0,7.818493150684931,0.4913186076431043
MJ Clarke,6,98,96,102.08333333333333,16.333333333333332,1.0208333333333333,16.333333333333332,66.0,72.0,3.0,6.545454545454546,0.13869329129444738
MJ Guptill,10,189,143,132.16783216783216,18.9,1.3216783216783217,21.0,0.0,0.0,0.0,0.0,0.480633817050002
MJ Lumb,12,278,198,140.40404040404042,23.166666666666668,1.404040404040404,23.166666666666668,0.0,0.0,0.0,0.0,0.549882641443335
MJ McClenaghan,12,63,45,140.0,5.25,1.4,7.875,982.0,1356.0,56.0,8.285132382892057,0.41654930811000174
MK Pandey,95,2223,1901,116.93845344555497,23.4,1.1693845344555498,28.5,0.0,0.0,0.0,0.0,0.4923289757311227
MK Tiwary,79,1648,1444,114.12742382271468,20.860759493670887,1.1412742382271468,29.428571428571427,38.0,73.0,1.0,11.526315789473685,0.4786370685567077
ML Hayden,32,1107,839,131.94278903456495,34.59375,1.3194278903456496,35.70967741935484,0.0,0.0,0.0,0.0,0.6070925606185722
MM Patel,12,39,41,95.1219512195122,3.25,0.9512195121951219,6.5,1382.0,1733.0,82.0,7.523878437047757,0.1498826414433351
MM Sharma,20,112,104,107.6923076923077,5.6,1.0769230769230769,8.0,1566.0,2088.0,91.0,8.0,0.2716625922456533
MN Samuels,14,161,174,92.52873563218391,11.5,0.9252873563218391,12.384615384615385,219.0,285.0,10.0,7.808219178082192,0.3675435071558839
MN van Wyk,5,167,135,123.70370370370371,33.4,1.237037037037037,55.666666666666664,0.0,0.0,0.0,0.0,0.1560299527062533
MP Stoinis,8,163,136,119.8529411764706,20.375,1.1985294117647058,23.285714285714285,209.0,314.0,11.0,9.014354066985646,0.3862036019681842
MR Marsh,14,225,201,111.94029850746269,16.071428571428573,1.1194029850746268,18.75,327.0,420.0,20.0,7.706422018348624,0.3087199777441192
MS Bisla,39,798,737,108.27679782903664,20.46153846153846,1.0827679782903663,21.0,0.0,0.0,0.0,0.0,0.4106723719440482
MS Dhoni,143,3560,2680,132.83582089552237,24.895104895104897,1.328358208955224,37.87234042553192,0.0,0.0,0.0,0.0,0.5564947919291098
MS Gony,15,99,76,130.26315789473685,6.6,1.3026315789473684,9.9,925.0,1317.0,39.0,8.542702702702703,0.2915688678694459
MV Boucher,23,394,318,123.8993710691824,17.130434782608695,1.2389937106918238,28.142857142857142,0.0,0.0,0.0,0.0,0.39416306237115484
Mandeep Singh,58,1112,938,118.5501066098081,19.17241379310345,1.185501066098081,20.21818181818182,0.0,0.0,0.0,0.0,0.43029901019098404
Misbah-ul-Haq,8,117,82,142.6829268292683,14.625,1.4268292682926829,16.714285714285715,0.0,0.0,0.0,0.0,0.3862036019681842
Mohammad Hafeez,8,64,84,76.19047619047619,8.0,0.7619047619047619,9.142857142857142,63.0,71.0,2.0,6.761904761904762,0.2952945110590933
Mohammed Shami,13,46,46,100.0,3.5384615384615383,1.0,6.571428571428571,659.0,960.0,27.0,8.74051593323217,0.26551497635312665
N Rana,15,437,355,123.09859154929578,29.133333333333333,1.2309859154929577,31.214285714285715,6.0,3.0,0.0,3.0,0.5693466456472236
N Saini,10,140,143,97.9020979020979,14.0,0.9790209790209791,14.0,0.0,0.0,0.0,0.0,0.557556893973079
NLTC Perera,30,424,326,130.06134969325154,14.133333333333333,1.3006134969325154,19.272727272727273,715.0,1031.0,37.0,8.651748251748252,0.37115877641363715
NM Coulter-Nile,11,52,53,98.11320754716981,4.7272727272727275,0.9811320754716981,6.5,586.0,739.0,39.0,7.566552901023891,0.1605885444035733
NV Ojha,93,1553,1356,114.52802359882006,16.698924731182796,1.1452802359882006,20.986486486486488,0.0,0.0,0.0,0.0,0.4400858293921878
Niraj Patel,6,121,124,97.58064516129032,20.166666666666668,0.9758064516129032,30.25,0.0,0.0,0.0,0.0,0.4720266246277807
OA Shah,22,506,405,124.93827160493827,23.0,1.2493827160493827,33.733333333333334,0.0,0.0,0.0,0.0,0.369929584866001
P Awana,5,5,14,35.714285714285715,1.0,0.35714285714285715,2.5,774.0,1046.0,43.0,8.108527131782946,0.1560299527062533
P Dogra,12,127,141,90.0709219858156,10.583333333333334,0.900709219858156,11.545454545454545,0.0,0.0,0.0,0.0,0.41654930811000174
P Kumar,57,340,323,105.26315789473684,5.964912280701754,1.0526315789473684,8.947368421052632,2637.0,3342.0,102.0,7.604095563139932,0.20413732702750043
P Negi,29,353,284,124.29577464788733,12.172413793103448,1.2429577464788732,17.65,639.0,802.0,34.0,7.530516431924883,0.2577574881765633
PA Patel,116,2322,2060,112.71844660194175,20.017241379310345,1.1271844660194175,21.700934579439252,0.0,0.0,0.0,0.0,0.5230944506021011
PA Reddy,10,164,167,98.20359281437126,16.4,0.9820359281437125,16.4,0.0,0.0,0.0,0.0,0.6344799708961558
PC Valthaty,23,505,432,116.89814814814815,21.956521739130434,1.1689814814814814,22.954545454545453,153.0,207.0,7.0,8.117647058823529,0.4326246008326933
PD Collingwood,7,203,159,127.67295597484276,29.0,1.2767295597484276,40.6,90.0,101.0,5.0,6.733333333333333,0.4248239621650026
PJ Cummins,9,77,56,137.5,8.555555555555555,1.375,12.833333333333334,379.0,525.0,19.0,8.311345646437994,0.35401996847083556
PJ Sangwan,12,24,36,66.66666666666667,2.0,0.6666666666666666,4.0,837.0,1181.0,41.0,8.46594982078853,0.08321597477666844
PP Chawla,65,515,467,110.27837259100643,7.923076923076923,1.1027837259100643,12.261904761904763,2594.0,3315.0,133.0,7.6676946800308405,0.3860035238477945
PP Ojha,19,16,45,35.55555555555556,0.8421052631578947,0.35555555555555557,1.3333333333333333,1945.0,2399.0,99.0,7.40051413881748,0.23855634643863757
PR Shah,9,92,97,94.84536082474227,10.222222222222221,0.9484536082474226,11.5,0.0,0.0,0.0,0.0,0.18735330180416887
PV Tambe,6,18,39,46.15384615384615,3.0,0.46153846153846156,9.0,674.0,866.0,28.0,7.70919881305638,0.13869329129444738
Pankaj Singh,5,7,12,58.333333333333336,1.4,0.5833333333333334,3.5,311.0,472.0,11.0,9.106109324758842,0.2810299527062533
Q de Kock,26,726,566,128.26855123674912,27.923076923076923,1.2826855123674912,29.04,0.0,0.0,0.0,0.0,0.42235309040172503
R Ashwin,36,231,246,93.90243902439025,6.416666666666667,0.9390243902439024,10.5,2359.0,2552.0,110.0,6.490885968630776,0.3140574261961545
R Bhatia,47,342,290,117.93103448275862,7.276595744680851,1.1793103448275861,11.4,1661.0,2059.0,82.0,7.437688139674894,0.2449647924330005
R Dhawan,16,153,135,113.33333333333333,9.5625,1.1333333333333333,21.857142857142858,513.0,655.0,20.0,7.6608187134502925,0.4341178748236856
R Dravid,82,2174,1918,113.34723670490094,26.51219512195122,1.1334723670490094,28.233766233766232,0.0,0.0,0.0,0.0,0.44997928966647094
R McLaren,13,159,178,89.32584269662921,12.23076923076923,0.8932584269662921,19.875,372.0,558.0,14.0,9.0,0.39051497635312665
R Rampaul,7,51,52,98.07692307692308,7.285714285714286,0.9807692307692307,10.2,278.0,319.0,17.0,6.884892086330935,0.32482396216500264
R Sathish,24,270,236,114.40677966101696,11.25,1.1440677966101696,15.882352941176471,144.0,233.0,6.0,9.708333333333334,0.4536385045055565
R Sharma,19,66,77,85.71428571428571,3.473684210526316,0.8571428571428571,4.714285714285714,935.0,1100.0,42.0,7.0588235294117645,0.1931018009840921
R Vinay Kumar,41,304,285,106.66666666666667,7.414634146341464,1.0666666666666667,10.857142857142858,2161.0,2976.0,125.0,8.262841277186487,0.21018726412840968
RA Jadeja,108,1732,1458,118.79286694101509,16.037037037037038,1.187928669410151,24.055555555555557,1962.0,2540.0,89.0,7.767584097859327,0.5067408974923426
RA Tripathi,14,391,275,142.1818181818182,27.928571428571427,1.4218181818181819,27.928571428571427,6.0,12.0,0.0,12.0,0.6028376248029427
RE Levi,6,83,74,112.16216216216216,13.833333333333334,1.1216216216216217,13.833333333333334,0.0,0.0,0.0,0.0,0.5831377357388918
RE van der Merwe,15,159,144,110.41666666666667,10.6,1.1041666666666667,14.454545454545455,455.0,515.0,25.0,6.791208791208791,0.402679978980557
RG Sharma,153,4207,3274,128.49725106902872,27.49673202614379,1.2849725106902872,32.6124031007752,342.0,449.0,16.0,7.87719298245614,0.5400528180875002
RJ Harris,21,117,112,104.46428571428571,5.571428571428571,1.0446428571428572,9.75,865.0,1085.0,47.0,7.526011560693641,0.2603433175687511
RJ Peterson,5,32,32,100.0,6.4,1.0,10.666666666666666,48.0,70.0,3.0,8.75,0.6560299527062533
RJ Quiney,7,103,105,98.0952380952381,14.714285714285714,0.9809523809523809,14.714285714285714,0.0,0.0,0.0,0.0,0.4248239621650026
RN ten Doeschate,21,326,238,136.9747899159664,15.523809523809524,1.3697478991596639,23.285714285714285,83.0,94.0,3.0,6.795180722891566,0.5936766509020844
RP Singh,28,52,78,66.66666666666667,1.8571428571428572,0.6666666666666666,3.466666666666667,1874.0,2417.0,100.0,7.7385272145144075,0.13703998779516213
RR Pant,24,564,381,148.03149606299212,23.5,1.4803149606299213,25.636363636363637,0.0,0.0,0.0,0.0,0.41660146746851945
RR Powar,9,67,64,104.6875,7.444444444444445,1.046875,22.333333333333332,443.0,538.0,15.0,7.286681715575621,0.35401996847083556
RR Raje,5,20,18,111.11111111111111,4.0,1.1111111111111112,20.0,144.0,214.0,7.0,8.916666666666666,0.4060299527062533
RR Rossouw,5,53,51,103.92156862745098,10.6,1.0392156862745099,10.6,0.0,0.0,0.0,0.0,0.2810299527062533
RS Bopara,22,531,468,113.46153846153847,24.136363636363637,1.1346153846153846,29.5,213.0,301.0,13.0,8.47887323943662,0.369929584866001
RT Ponting,9,91,129,70.54263565891473,10.11111111111111,0.7054263565891473,10.11111111111111,0.0,0.0,0.0,0.0,0.5206866351375022
RV Gomez,9,50,53,94.33962264150944,5.555555555555555,0.9433962264150944,10.0,97.0,130.0,6.0,8.041237113402062,0.35401996847083556
RV Uthappa,143,3778,2960,127.63513513513513,26.41958041958042,1.2763513513513514,29.515625,0.0,0.0,0.0,0.0,0.4469057508332194
S Anirudha,12,136,121,112.39669421487604,11.333333333333334,1.1239669421487604,17.0,0.0,0.0,0.0,0.0,0.48321597477666844
S Aravind,10,59,59,100.0,5.9,1.0,14.75,788.0,1057.0,48.0,8.048223350253807,0.09601843243461741
S Badree,5,13,25,52.0,2.6,0.52,2.6,263.0,329.0,11.0,7.505703422053232,0.1560299527062533
S Badrinath,65,1441,1245,115.7429718875502,22.16923076923077,1.157429718875502,30.659574468085108,0.0,0.0,0.0,0.0,0.503650582671324
S Dhawan,126,3561,3005,118.50249584026622,28.261904761904763,1.1850249584026622,32.669724770642205,49.0,72.0,4.0,8.816326530612244,0.49029643117558164
S Nadeem,16,26,71,36.61971830985915,1.625,0.36619718309859156,2.1666666666666665,1137.0,1332.0,39.0,7.029023746701847,0.06569682219210665
S Rana,8,91,82,110.97560975609755,11.375,1.1097560975609757,22.75,16.0,18.0,0.0,6.75,0.2952945110590933
S Sohal,20,368,311,118.32797427652733,18.4,1.1832797427652733,18.4,0.0,0.0,0.0,0.0,0.48905389659347936
S Sreesanth,12,34,57,59.64912280701754,2.8333333333333335,0.5964912280701754,8.5,947.0,1221.0,43.0,7.736008447729673,0.21654930811000175
S Vidyut,8,145,115,126.08695652173913,18.125,1.2608695652173914,18.125,13.0,22.0,1.0,10.153846153846153,0.3862036019681842
SA Asnodkar,19,423,352,120.17045454545455,22.263157894736842,1.2017045454545454,21.15,0.0,0.0,0.0,0.0,0.5112836191659103
SA Yadav,42,608,479,126.93110647181628,14.476190476190476,1.269311064718163,20.96551724137931,6.0,8.0,0.0,8.0,0.44996088048111166
SB Bangar,7,49,58,84.48275862068965,7.0,0.8448275862068966,7.0,153.0,221.0,6.0,8.666666666666666,0.12482396216500265
SB Jakati,5,28,30,93.33333333333333,5.6,0.9333333333333333,28.0,1101.0,1474.0,50.0,8.032697547683924,0.2810299527062533
SB Styris,10,131,134,97.76119402985074,13.1,0.9776119402985075,18.714285714285715,222.0,278.0,9.0,7.513513513513513,0.32678766320384817
SC Ganguly,56,1349,1326,101.73453996983409,24.089285714285715,1.0173453996983408,25.452830188679247,280.0,370.0,12.0,7.928571428571429,0.36013965460423775
SD Chitnis,8,99,92,107.6086956521739,12.375,1.076086956521739,14.142857142857142,38.0,62.0,2.0,9.789473684210526,0.47711269287727515
SE Marsh,69,2489,1913,130.10977522216413,36.072463768115945,1.3010977522216414,39.507936507936506,0.0,0.0,0.0,0.0,0.47566999474513927
SK Raina,157,4548,3369,134.99554764024933,28.96815286624204,1.3499554764024932,33.940298507462686,924.0,1133.0,30.0,7.357142857142857,0.5640514976353127
SK Trivedi,14,42,61,68.85245901639344,3.0,0.6885245901639344,6.0,1557.0,1944.0,73.0,7.491329479768786,0.19107291892058978
SK Warne,27,198,219,90.41095890410959,7.333333333333333,0.9041095890410958,9.9,1223.0,1465.0,60.0,7.187244480784955,0.3749413207216675
SL Malinga,20,88,103,85.4368932038835,4.4,0.8543689320388349,5.5,2694.0,3034.0,170.0,6.757238307349666,0.31514085311521856
SM Katich,11,241,191,126.17801047120419,21.90909090909091,1.2617801047120418,24.1,0.0,0.0,0.0,0.0,0.44630283011785904
SM Pollock,8,147,116,126.72413793103448,18.375,1.2672413793103448,18.375,280.0,307.0,13.0,6.578571428571428,0.2043854201500024
SN Khan,11,177,103,171.84466019417476,16.09090909090909,1.7184466019417475,29.5,0.0,0.0,0.0,0.0,0.3748742586892876
SP Fleming,10,196,171,114.61988304093568,19.6,1.1461988304093567,21.77777777777778,0.0,0.0,0.0,0.0,0.4037107401269251
SP Goswami,16,241,260,92.6923076923077,15.0625,0.926923076923077,16.066666666666666,0.0,0.0,0.0,0.0,0.38148629587631716
SP Narine,30,271,193,140.41450777202073,9.033333333333333,1.4041450777202074,13.55,1956.0,2085.0,109.0,6.395705521472393,0.3408557461106068
SPD Smith,62,1713,1333,128.50712678169543,27.629032258064516,1.2850712678169542,37.23913043478261,2.0,5.0,0.0,15.0,0.4038190711023081
SR Tendulkar,78,2334,2044,114.18786692759295,29.923076923076923,1.1418786692759295,33.82608695652174,37.0,59.0,0.0,9.567567567567568,0.6080029582919757
SR Watson,98,2628,1949,134.83837865572087,26.816326530612244,1.3483837865572088,30.91764705882353,1961.0,2490.0,100.0,7.6185619581846,0.49750732298663397
SS Iyer,32,807,655,123.20610687022901,25.21875,1.2320610687022902,27.82758620689655,0.0,0.0,0.0,0.0,0.4356639891900007
SS Tiwary,64,1276,1111,114.85148514851485,19.9375,1.1485148514851484,28.355555555555554,0.0,0.0,0.0,0.0,0.46639163614403023
ST Jayasuriya,30,768,573,134.03141361256544,25.6,1.3403141361256545,27.428571428571427,301.0,396.0,16.0,7.893687707641196,0.49237089762575836
STR Binny,56,766,619,123.74798061389338,13.678571428571429,1.2374798061389338,20.157894736842106,554.0,686.0,27.0,7.4296028880866425,0.3940379596889835
SV Samson,62,1426,1165,122.40343347639485,23.0,1.2240343347639484,25.464285714285715,0.0,0.0,0.0,0.0,0.49612676341000045
SW Billings,10,226,173,130.635838150289,22.6,1.30635838150289,22.6,0.0,0.0,0.0,0.0,0.32678766320384817
SW Tait,5,23,26,88.46153846153847,4.6,0.8846153846153846,7.666666666666667,534.0,668.0,26.0,7.50561797752809,0.2810299527062533
Sachin Baby,10,137,106,129.24528301886792,13.7,1.2924528301886793,17.125,10.0,8.0,3.0,4.8,0.32678766320384817
Salman Butt,7,193,172,112.20930232558139,27.571428571428573,1.122093023255814,27.571428571428573,0.0,0.0,0.0,0.0,0.4248239621650026
Sandeep Sharma,11,26,36,72.22222222222223,2.3636363636363638,0.7222222222222222,26.0,1273.0,1623.0,76.0,7.649646504320502,0.23201711583214474
Shahid Afridi,9,81,46,176.08695652173913,9.0,1.7608695652173914,10.125,185.0,237.0,9.0,7.686486486486486,0.18735330180416887
Shakib Al Hasan,32,500,401,124.68827930174564,15.625,1.2468827930174564,20.833333333333332,947.0,1123.0,48.0,7.115100316789863,0.4928068463328579
Shoaib Malik,5,52,49,106.12244897959184,10.4,1.0612244897959184,13.0,58.0,87.0,2.0,9.0,0.2810299527062533
Sohail Tanvir,5,36,31,116.12903225806451,7.2,1.1612903225806452,12.0,265.0,275.0,24.0,6.226415094339623,0.6560299527062533
Sunny Singh,5,43,31,138.70967741935485,8.6,1.3870967741935485,10.75,0.0,0.0,0.0,0.0,0.4060299527062533
TG Southee,8,54,36,150.0,6.75,1.5,9.0,691.0,930.0,25.0,8.075253256150507,0.2043854201500024
TL Suman,39,676,587,115.1618398637138,17.333333333333332,1.151618398637138,21.125,152.0,198.0,7.0,7.815789473684211,0.4582914195630958
TM Dilshan,50,1153,1047,110.12416427889207,23.06,1.1012416427889207,26.813953488372093,275.0,368.0,5.0,8.02909090909091,0.6084573513518874
TM Head,10,205,151,135.76158940397352,20.5,1.3576158940397351,29.285714285714285,48.0,81.0,3.0,10.125,0.4037107401269251
TR Birt,5,75,59,127.11864406779661,15.0,1.271186440677966,15.0,0.0,0.0,0.0,0.0,0.4060299527062533
UBT Chand,20,300,314,95.54140127388536,15.0,0.9554140127388535,15.0,0.0,0.0,0.0,0.0,0.31514085311521856
UT Khawaja,6,127,105,120.95238095238095,21.166666666666668,1.2095238095238094,21.166666666666668,0.0,0.0,0.0,0.0,0.4720266246277807
UT Yadav,23,94,95,98.94736842105263,4.086956521739131,0.9894736842105263,13.428571428571429,2033.0,2802.0,107.0,8.26955238563699,0.12493229314038563
V Kohli,141,4423,3494,126.58843732112193,31.368794326241133,1.2658843732112193,37.483050847457626,264.0,371.0,5.0,8.431818181818182,0.4670016640392363
V Sehwag,104,2728,1833,148.82705946535734,26.23076923076923,1.4882705946535735,27.555555555555557,138.0,236.0,6.0,10.26086956521739,0.4976470992677573
VR Aaron,9,46,56,82.14285714285714,5.111111111111111,0.8214285714285714,11.5,904.0,1250.0,40.0,8.29646017699115,0.18735330180416887
VVS Laxman,20,282,271,104.0590405904059,14.1,1.040590405904059,14.842105263157896,0.0,0.0,0.0,0.0,0.35861911398478374
VY Mahesh,5,15,28,53.57142857142857,3.0,0.5357142857142857,7.5,359.0,511.0,22.0,8.540389972144848,0.1560299527062533
W Jaffer,8,130,129,100.7751937984496,16.25,1.0077519379844961,16.25,0.0,0.0,0.0,0.0,0.3862036019681842
WA Mota,8,56,76,73.6842105263158,7.0,0.7368421052631579,9.333333333333334,75.0,98.0,4.0,7.84,0.47711269287727515
WD Parnell,12,63,80,78.75,5.25,0.7875,7.0,601.0,731.0,31.0,7.29783693843594,0.21654930811000175
WP Saha,78,1557,1219,127.72764561115669,19.96153846153846,1.2772764561115668,25.524590163934427,0.0,0.0,0.0,0.0,0.3734350570574077
WPUJC Vaas,11,81,73,110.95890410958904,7.363636363636363,1.1095890410958904,10.125,288.0,364.0,22.0,7.583333333333333,0.3748742586892876
Washington Sundar,5,9,12,75.0,1.8,0.75,9.0,182.0,189.0,9.0,6.230769230769231,0.5310299527062533
Y Nagar,20,285,271,105.1660516605166,14.25,1.051660516605166,20.357142857142858,72.0,125.0,4.0,10.416666666666666,0.35861911398478374
Y Venugopal Rao,52,985,865,113.8728323699422,18.942307692307693,1.138728323699422,22.386363636363637,222.0,338.0,7.0,9.135135135135135,0.27724072039363684
YK Pathan,133,2922,2076,140.7514450867052,21.969924812030076,1.407514450867052,29.816326530612244,1166.0,1421.0,45.0,7.312178387650086,0.5238841148650737
YS Chahal,8,15,29,51.724137931034484,1.875,0.5172413793103449,5.0,1219.0,1600.0,72.0,7.875307629204266,0.1134763292409115
YV Takawale,10,192,183,104.91803278688525,19.2,1.0491803278688525,24.0,0.0,0.0,0.0,0.0,0.32678766320384817
Yuvraj Singh,116,2591,2050,126.39024390243902,22.336206896551722,1.2639024390243903,25.653465346534652,869.0,1068.0,39.0,7.373993095512083,0.4222541144676473
Z Khan,27,117,141,82.97872340425532,4.333333333333333,0.8297872340425532,8.357142857142858,2276.0,2860.0,119.0,7.539543057996485,0.10827465405500088
